Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
                0.00    0.00       1/1           std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >::_M_erase(std::_Rb_tree_node<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >*) [539]
-----------------------------------------------
                0.00    0.00       1/1           double* std::fill_n<double*, unsigned long, double>(double*, unsigned long, double const&) [552]
[542]    0.0    0.00    0.00       1         __gnu_cxx::__enable_if<std::__is_scalar<double>::__value, double*>::__type std::__fill_n_a<double*, unsigned long, double>(double*, unsigned long, double const&) [542]
-----------------------------------------------
                0.00    0.00       1/1           std::pair<double, double>* std::__uninitialized_copy_a<std::move_iterator<std::pair<double, double>*>, std::pair<double, double>*, std::pair<double, double> >(std::move_iterator<std::pair<double, double>*>, std::move_iterator<std::pair<double, double>*>, std::pair<double, double>*, std::allocator<std::pair<double, double> >&) [545]
[543]    0.0    0.00    0.00       1         std::pair<double, double>* std::uninitialized_copy<std::move_iterator<std::pair<double, double>*>, std::pair<double, double>*>(std::move_iterator<std::pair<double, double>*>, std::move_iterator<std::pair<double, double>*>, std::pair<double, double>*) [543]
                0.00    0.00       1/1           std::pair<double, double>* std::__uninitialized_copy<false>::__uninit_copy<std::move_iterator<std::pair<double, double>*>, std::pair<double, double>*>(std::move_iterator<std::pair<double, double>*>, std::move_iterator<std::pair<double, double>*>, std::pair<double, double>*) [516]
-----------------------------------------------
                0.00    0.00       1/1           std::vector<double, std::allocator<double> >* std::__uninitialized_fill_n_a<std::vector<double, std::allocator<double> >*, unsigned long, std::vector<double, std::allocator<double> >, std::vector<double, std::allocator<double> > >(std::vector<double, std::allocator<double> >*, unsigned long, std::vector<double, std::allocator<double> > const&, std::allocator<std::vector<double, std::allocator<double> > >&) [546]
[544]    0.0    0.00    0.00       1         std::vector<double, std::allocator<double> >* std::uninitialized_fill_n<std::vector<double, std::allocator<double> >*, unsigned long, std::vector<double, std::allocator<double> > >(std::vector<double, std::allocator<double> >*, unsigned long, std::vector<double, std::allocator<double> > const&) [544]
                0.00    0.00       1/1           std::vector<double, std::allocator<double> >* std::__uninitialized_fill_n<false>::__uninit_fill_n<std::vector<double, std::allocator<double> >*, unsigned long, std::vector<double, std::allocator<double> > >(std::vector<double, std::allocator<double> >*, unsigned long, std::vector<double, std::allocator<double> > const&) [517]
-----------------------------------------------
                0.00    0.00       1/1           std::pair<double, double>* std::__uninitialized_move_if_noexcept_a<std::pair<double, double>*, std::pair<double, double>*, std::allocator<std::pair<double, double> > >(std::pair<double, double>*, std::pair<double, double>*, std::pair<double, double>*, std::allocator<std::pair<double, double> >&) [551]
[545]    0.0    0.00    0.00       1         std::pair<double, double>* std::__uninitialized_copy_a<std::move_iterator<std::pair<double, double>*>, std::pair<double, double>*, std::pair<double, double> >(std::move_iterator<std::pair<double, double>*>, std::move_iterator<std::pair<double, double>*>, std::pair<double, double>*, std::allocator<std::pair<double, double> >&) [545]
                0.00    0.00       1/1           std::pair<double, double>* std::uninitialized_copy<std::move_iterator<std::pair<double, double>*>, std::pair<double, double>*>(std::move_iterator<std::pair<double, double>*>, std::move_iterator<std::pair<double, double>*>, std::pair<double, double>*) [543]
-----------------------------------------------
                0.00    0.00       1/1           std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >::_M_fill_insert(__gnu_cxx::__normal_iterator<std::vector<double, std::allocator<double> >*, std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > > >, unsigned long, std::vector<double, std::allocator<double> > const&) [22]
[546]    0.0    0.00    0.00       1         std::vector<double, std::allocator<double> >* std::__uninitialized_fill_n_a<std::vector<double, std::allocator<double> >*, unsigned long, std::vector<double, std::allocator<double> >, std::vector<double, std::allocator<double> > >(std::vector<double, std::allocator<double> >*, unsigned long, std::vector<double, std::allocator<double> > const&, std::allocator<std::vector<double, std::allocator<double> > >&) [546]
                0.00    0.00       1/1           std::vector<double, std::allocator<double> >* std::uninitialized_fill_n<std::vector<double, std::allocator<double> >*, unsigned long, std::vector<double, std::allocator<double> > >(std::vector<double, std::allocator<double> >*, unsigned long, std::vector<double, std::allocator<double> > const&) [544]
-----------------------------------------------
                0.00    0.00       1/1           std::pair<double, double>* std::__uninitialized_default_n_a<std::pair<double, double>*, unsigned long, std::pair<double, double> >(std::pair<double, double>*, unsigned long, std::allocator<std::pair<double, double> >&) [549]
[547]    0.0    0.00    0.00       1         std::pair<double, double>* std::__uninitialized_default_n<std::pair<double, double>*, unsigned long>(std::pair<double, double>*, unsigned long) [547]
                0.00    0.00       1/1           std::pair<double, double>* std::__uninitialized_default_n_1<false>::__uninit_default_n<std::pair<double, double>*, unsigned long>(std::pair<double, double>*, unsigned long) [518]
-----------------------------------------------
                0.00    0.00       1/1           double* std::__uninitialized_default_n_a<double*, unsigned long, double>(double*, unsigned long, std::allocator<double>&) [550]
[548]    0.0    0.00    0.00       1         double* std::__uninitialized_default_n<double*, unsigned long>(double*, unsigned long) [548]
                0.00    0.00       1/1           double* std::__uninitialized_default_n_1<true>::__uninit_default_n<double*, unsigned long>(double*, unsigned long) [519]
-----------------------------------------------
                0.00    0.00       1/1           std::vector<std::pair<double, double>, std::allocator<std::pair<double, double> > >::_M_default_append(unsigned long) [529]
[549]    0.0    0.00    0.00       1         std::pair<double, double>* std::__uninitialized_default_n_a<std::pair<double, double>*, unsigned long, std::pair<double, double> >(std::pair<double, double>*, unsigned long, std::allocator<std::pair<double, double> >&) [549]
                0.00    0.00       1/1           std::pair<double, double>* std::__uninitialized_default_n<std::pair<double, double>*, unsigned long>(std::pair<double, double>*, unsigned long) [547]
-----------------------------------------------
                0.00    0.00       1/1           std::vector<double, std::allocator<double> >::_M_default_initialize(unsigned long) [533]
[550]    0.0    0.00    0.00       1         double* std::__uninitialized_default_n_a<double*, unsigned long, double>(double*, unsigned long, std::allocator<double>&) [550]
                0.00    0.00       1/1           double* std::__uninitialized_default_n<double*, unsigned long>(double*, unsigned long) [548]
-----------------------------------------------
                0.00    0.00       1/1           std::vector<std::pair<double, double>, std::allocator<std::pair<double, double> > >::_M_default_append(unsigned long) [529]
[551]    0.0    0.00    0.00       1         std::pair<double, double>* std::__uninitialized_move_if_noexcept_a<std::pair<double, double>*, std::pair<double, double>*, std::allocator<std::pair<double, double> > >(std::pair<double, double>*, std::pair<double, double>*, std::pair<double, double>*, std::allocator<std::pair<double, double> >&) [551]
                0.00    0.00       2/2           std::move_iterator<std::pair<double, double>*> std::__make_move_if_noexcept_iterator<std::pair<double, double>, std::move_iterator<std::pair<double, double>*> >(std::pair<double, double>*) [430]
                0.00    0.00       1/1           std::pair<double, double>* std::__uninitialized_copy_a<std::move_iterator<std::pair<double, double>*>, std::pair<double, double>*, std::pair<double, double> >(std::move_iterator<std::pair<double, double>*>, std::move_iterator<std::pair<double, double>*>, std::pair<double, double>*, std::allocator<std::pair<double, double> >&) [545]
-----------------------------------------------
                0.00    0.00       1/1           double* std::__uninitialized_default_n_1<true>::__uninit_default_n<double*, unsigned long>(double*, unsigned long) [519]
[552]    0.0    0.00    0.00       1         double* std::fill_n<double*, unsigned long, double>(double*, unsigned long, double const&) [552]
                0.00    0.00       1/30          double* std::__niter_base<double*>(double*) [229]
                0.00    0.00       1/1           __gnu_cxx::__enable_if<std::__is_scalar<double>::__value, double*>::__type std::__fill_n_a<double*, unsigned long, double>(double*, unsigned long, double const&) [542]
-----------------------------------------------
                0.00    0.00       1/1           std::pair<std::_Rb_tree_node_base*, std::_Rb_tree_node_base*>::pair<std::_Rb_tree_node<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >*&, std::_Rb_tree_node_base*&, true>(std::_Rb_tree_node<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >*&, std::_Rb_tree_node_base*&) [521]
[553]    0.0    0.00    0.00       1         std::_Rb_tree_node<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >*& std::forward<std::_Rb_tree_node<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >*&>(std::remove_reference<std::_Rb_tree_node<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >*&>::type&) [553]
