Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
                0.00    0.00   37283/458366681     std::enable_if<std::__and_<std::__not_<std::__is_tuple_like<int> >, std::is_move_constructible<int>, std::is_move_assignable<int> >::value, void>::type std::swap<int>(int&, int&) [8]
                0.00    0.00   74566/74566       __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::operator*() const [113]
-----------------------------------------------
                0.00    0.00    1545/44805       Genetic::create(int) [25]
                0.00    0.00   43260/44805       void std::random_shuffle<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >) [39]
[55]     0.0    0.00    0.00   44805         __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::operator+(long) const [55]
                0.00    0.00   44805/6419848     __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::__normal_iterator(int* const&) [32]
-----------------------------------------------
                0.00    0.00      20/20          Output::Output(Input*) [57]
[56]     0.0    0.00    0.00      20         std::vector<int, std::allocator<int> >::resize(unsigned long, int const&) [56]
                0.00    0.00      20/20          std::vector<int, std::allocator<int> >::_M_fill_insert(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, unsigned long, int const&) [59]
                0.00    0.00      40/4293473     std::vector<int, std::allocator<int> >::size() const [13]
                0.00    0.00      20/2125021     std::vector<int, std::allocator<int> >::end() [35]
-----------------------------------------------
                0.00    0.00      10/10          Individuo::Individuo(Input*) [58]
[57]     0.0    0.00    0.00      10         Output::Output(Input*) [57]
                0.00    0.00      20/20          std::vector<int, std::allocator<int> >::resize(unsigned long, int const&) [56]
                0.00    0.00      20/21          std::vector<int, std::allocator<int> >::vector() [271]
-----------------------------------------------
                0.00    0.00       1/10          Genetic::Genetic(Input*, int, int, int, double, int, double, int, int) [60]
                0.00    0.00       9/10          Genetic::run() [2]
[58]     0.0    0.00    0.00      10         Individuo::Individuo(Input*) [58]
                0.00    0.00      10/10          Output::Output(Input*) [57]
-----------------------------------------------
                0.00    0.00      20/20          std::vector<int, std::allocator<int> >::resize(unsigned long, int const&) [56]
[59]     0.0    0.00    0.00      20         std::vector<int, std::allocator<int> >::_M_fill_insert(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, unsigned long, int const&) [59]
                0.00    0.00      20/20          std::vector<int, std::allocator<int> >::_M_check_len(unsigned long, char const*) const [61]
                0.00    0.00      80/2125533     std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() [43]
                0.00    0.00      40/2380006     __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::base() const [42]
                0.00    0.00      20/41735       __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::difference_type __gnu_cxx::operator-<int*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&) [53]
                0.00    0.00      20/2125021     std::vector<int, std::allocator<int> >::begin() [47]
                0.00    0.00      40/40          int* std::__uninitialized_move_if_noexcept_a<int*, int*, std::allocator<int> >(int*, int*, int*, std::allocator<int>&) [210]
                0.00    0.00      20/80          std::_Vector_base<int, std::allocator<int> >::_M_allocate(unsigned long) [167]
                0.00    0.00      20/20          int* std::__uninitialized_fill_n_a<int*, unsigned long, int, int>(int*, unsigned long, int const&, std::allocator<int>&) [275]
                0.00    0.00      20/797         void std::_Destroy<int*, int>(int*, int*, std::allocator<int>&) [131]
                0.00    0.00      20/797         std::_Vector_base<int, std::allocator<int> >::_M_deallocate(int*, unsigned long) [129]
-----------------------------------------------
                0.00    0.00       1/1           main [1]
[60]     0.0    0.00    0.00       1         Genetic::Genetic(Input*, int, int, int, double, int, double, int, int) [60]
                0.00    0.00       1/1           std::vector<Individuo, std::allocator<Individuo> >::resize(unsigned long, Individuo const&) [63]
                0.00    0.00       1/10          Individuo::Individuo(Input*) [58]
                0.00    0.00       1/156         Individuo::~Individuo() [83]
                0.00    0.00       4/4           std::vector<bool, std::allocator<bool> >::vector() [384]
                0.00    0.00       4/4           std::vector<bool, std::allocator<bool> >::resize(unsigned long, bool) [383]
                0.00    0.00       1/21          std::vector<int, std::allocator<int> >::vector() [271]
                0.00    0.00       1/1           std::vector<Individuo, std::allocator<Individuo> >::vector() [524]
-----------------------------------------------
                0.00    0.00      20/20          std::vector<int, std::allocator<int> >::_M_fill_insert(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, unsigned long, int const&) [59]
[61]     0.0    0.00    0.00      20         std::vector<int, std::allocator<int> >::_M_check_len(unsigned long, char const*) const [61]
                0.00    0.00      80/4293473     std::vector<int, std::allocator<int> >::size() const [13]
                0.00    0.00      40/40          std::vector<int, std::allocator<int> >::max_size() const [202]
                0.00    0.00      20/27          unsigned long const& std::max<unsigned long>(unsigned long const&, unsigned long const&) [264]
-----------------------------------------------
                0.00    0.00     101/203         Genetic::run() [2]
                0.00    0.00     102/203         Genetic::create(int) [25]
[62]     0.0    0.00    0.00     203         Genetic::buildMinHeap() [62]
                0.00    0.00    3248/222068      Genetic::minHeapify(unsigned int) [50]
                0.00    0.00     203/8258997     std::vector<Individuo, std::allocator<Individuo> >::size() const [31]
                0.00    0.00     203/203         __gnu_cxx::__enable_if<std::__is_integer<unsigned long>::__value, double>::__type std::floor<unsigned long>(unsigned long) [144]
-----------------------------------------------
                0.00    0.00       1/1           Genetic::Genetic(Input*, int, int, int, double, int, double, int, int) [60]
[63]     0.0    0.00    0.00       1         std::vector<Individuo, std::allocator<Individuo> >::resize(unsigned long, Individuo const&) [63]
                0.00    0.00       1/1           std::vector<Individuo, std::allocator<Individuo> >::_M_fill_insert(__gnu_cxx::__normal_iterator<Individuo*, std::vector<Individuo, std::allocator<Individuo> > >, unsigned long, Individuo const&) [64]
                0.00    0.00       2/8258997     std::vector<Individuo, std::allocator<Individuo> >::size() const [31]
                0.00    0.00       1/1           std::vector<Individuo, std::allocator<Individuo> >::end() [522]
-----------------------------------------------
                0.00    0.00       1/1           std::vector<Individuo, std::allocator<Individuo> >::resize(unsigned long, Individuo const&) [63]
[64]     0.0    0.00    0.00       1         std::vector<Individuo, std::allocator<Individuo> >::_M_fill_insert(__gnu_cxx::__normal_iterator<Individuo*, std::vector<Individuo, std::allocator<Individuo> > >, unsigned long, Individuo const&) [64]
                0.00    0.00       1/1           Individuo* std::__uninitialized_fill_n_a<Individuo*, unsigned long, Individuo, Individuo>(Individuo*, unsigned long, Individuo const&, std::allocator<Individuo>&) [71]
                0.00    0.00       1/2           void std::_Destroy<Individuo*, Individuo>(Individuo*, Individuo*, std::allocator<Individuo>&) [96]
                0.00    0.00       1/1           std::vector<Individuo, std::allocator<Individuo> >::_M_check_len(unsigned long, char const*) const [99]
                0.00    0.00       4/5           std::_Vector_base<Individuo, std::allocator<Individuo> >::_M_get_Tp_allocator() [348]
                0.00    0.00       2/4           __gnu_cxx::__normal_iterator<Individuo*, std::vector<Individuo, std::allocator<Individuo> > >::base() const [356]
                0.00    0.00       2/2           Individuo* std::__uninitialized_move_if_noexcept_a<Individuo*, Individuo*, std::allocator<Individuo> >(Individuo*, Individuo*, Individuo*, std::allocator<Individuo>&) [431]
                0.00    0.00       1/1           std::vector<Individuo, std::allocator<Individuo> >::begin() [523]
                0.00    0.00       1/1           __gnu_cxx::__normal_iterator<Individuo*, std::vector<Individuo, std::allocator<Individuo> > >::difference_type __gnu_cxx::operator-<Individuo*, std::vector<Individuo, std::allocator<Individuo> > >(__gnu_cxx::__normal_iterator<Individuo*, std::vector<Individuo, std::allocator<Individuo> > > const&, __gnu_cxx::__normal_iterator<Individuo*, std::vector<Individuo, std::allocator<Individuo> > > const&) [480]
                0.00    0.00       1/1           std::_Vector_base<Individuo, std::allocator<Individuo> >::_M_allocate(unsigned long) [492]
                0.00    0.00       1/2           std::_Vector_base<Individuo, std::allocator<Individuo> >::_M_deallocate(Individuo*, unsigned long) [416]
-----------------------------------------------
                0.00    0.00      60/60          Output::Output(Output const&) [66]
[65]     0.0    0.00    0.00      60         std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [65]
                0.00    0.00      60/4293473     std::vector<int, std::allocator<int> >::size() const [13]
                0.00    0.00      60/60          int* std::__uninitialized_copy_a<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*, int>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*, std::allocator<int>&) [91]
                0.00    0.00      60/2123516     std::vector<int, std::allocator<int> >::begin() const [38]
                0.00    0.00      60/2125533     std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() [43]
                0.00    0.00      60/2123516     std::vector<int, std::allocator<int> >::end() const [48]
                0.00    0.00      60/564         std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() const [135]
                0.00    0.00      60/60          __gnu_cxx::__alloc_traits<std::allocator<int> >::_S_select_on_copy(std::allocator<int> const&) [180]
                0.00    0.00      60/60          std::_Vector_base<int, std::allocator<int> >::_Vector_base(unsigned long, std::allocator<int> const&) [184]
                0.00    0.00      60/1301        std::allocator<int>::~allocator() [120]
-----------------------------------------------
                0.00    0.00      30/30          Individuo::Individuo(Individuo const&) [67]
[66]     0.0    0.00    0.00      30         Output::Output(Output const&) [66]
                0.00    0.00      60/60          std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [65]
-----------------------------------------------
                0.00    0.00      30/30          void std::_Construct<Individuo, Individuo const&>(Individuo*, Individuo const&) [68]
[67]     0.0    0.00    0.00      30         Individuo::Individuo(Individuo const&) [67]
                0.00    0.00      30/30          Output::Output(Output const&) [66]
-----------------------------------------------
                0.00    0.00      30/30          Individuo* std::__uninitialized_fill_n<false>::__uninit_fill_n<Individuo*, unsigned long, Individuo>(Individuo*, unsigned long, Individuo const&) [69]
[68]     0.0    0.00    0.00      30         void std::_Construct<Individuo, Individuo const&>(Individuo*, Individuo const&) [68]
                0.00    0.00      30/30          Individuo::Individuo(Individuo const&) [67]
                0.00    0.00      30/30          Individuo const& std::forward<Individuo const&>(std::remove_reference<Individuo const&>::type&) [230]
                0.00    0.00      30/106         operator new(unsigned long, void*) [157]
-----------------------------------------------
                0.00    0.00       1/1           Individuo* std::uninitialized_fill_n<Individuo*, unsigned long, Individuo>(Individuo*, unsigned long, Individuo const&) [70]
[69]     0.0    0.00    0.00       1         Individuo* std::__uninitialized_fill_n<false>::__uninit_fill_n<Individuo*, unsigned long, Individuo>(Individuo*, unsigned long, Individuo const&) [69]
                0.00    0.00      30/30          void std::_Construct<Individuo, Individuo const&>(Individuo*, Individuo const&) [68]
                0.00    0.00      30/60          Individuo* std::__addressof<Individuo>(Individuo&) [186]
-----------------------------------------------
                0.00    0.00       1/1           Individuo* std::__uninitialized_fill_n_a<Individuo*, unsigned long, Individuo, Individuo>(Individuo*, unsigned long, Individuo const&, std::allocator<Individuo>&) [71]
[70]     0.0    0.00    0.00       1         Individuo* std::uninitialized_fill_n<Individuo*, unsigned long, Individuo>(Individuo*, unsigned long, Individuo const&) [70]
                0.00    0.00       1/1           Individuo* std::__uninitialized_fill_n<false>::__uninit_fill_n<Individuo*, unsigned long, Individuo>(Individuo*, unsigned long, Individuo const&) [69]
-----------------------------------------------
                0.00    0.00       1/1           std::vector<Individuo, std::allocator<Individuo> >::_M_fill_insert(__gnu_cxx::__normal_iterator<Individuo*, std::vector<Individuo, std::allocator<Individuo> > >, unsigned long, Individuo const&) [64]
[71]     0.0    0.00    0.00       1         Individuo* std::__uninitialized_fill_n_a<Individuo*, unsigned long, Individuo, Individuo>(Individuo*, unsigned long, Individuo const&, std::allocator<Individuo>&) [71]
                0.00    0.00       1/1           Individuo* std::uninitialized_fill_n<Individuo*, unsigned long, Individuo>(Individuo*, unsigned long, Individuo const&) [70]
-----------------------------------------------
                0.00    0.00     116/116         Genetic::minHeapify(unsigned int) [50]
[72]     0.0    0.00    0.00     116         std::enable_if<std::__and_<std::__not_<std::__is_tuple_like<Individuo> >, std::is_move_constructible<Individuo>, std::is_move_assignable<Individuo> >::value, void>::type std::swap<Individuo>(Individuo&, Individuo&) [72]
                0.00    0.00     232/232         Individuo::operator=(Individuo&&) [78]
                0.00    0.00     116/116         Individuo::Individuo(Individuo&&) [87]
                0.00    0.00     116/156         Individuo::~Individuo() [83]
                0.00    0.00     348/348         std::remove_reference<Individuo&>::type&& std::move<Individuo&>(Individuo&) [142]
-----------------------------------------------
                0.00    0.00       1/1           main [1]
[73]     0.0    0.00    0.00       1         Genetic::showResult() [73]
                0.00    0.00       1/1           Output::printRoute() [74]
                0.00    0.00       2/7551353     std::vector<Individuo, std::allocator<Individuo> >::operator[](unsigned long) [40]
                0.00    0.00       1/1           Output::printFitness() [464]
-----------------------------------------------
                0.00    0.00       1/1           Genetic::showResult() [73]
[74]     0.0    0.00    0.00       1         Output::printRoute() [74]
                0.00    0.00      31/4293473     std::vector<int, std::allocator<int> >::size() const [13]
                0.00    0.00      30/4597443744     std::vector<int, std::allocator<int> >::operator[](unsigned long) [5]
-----------------------------------------------
                0.00    0.00     464/464         std::vector<int, std::allocator<int> >::operator=(std::vector<int, std::allocator<int> >&&) [76]
[75]     0.0    0.00    0.00     464         std::vector<int, std::allocator<int> >::_M_move_assign(std::vector<int, std::allocator<int> >&&, std::integral_constant<bool, true>) [75]
                0.00    0.00     928/2125533     std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() [43]
                0.00    0.00     464/777         std::vector<int, std::allocator<int> >::~vector() [81]
                0.00    0.00     928/1160        std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_M_swap_data(std::_Vector_base<int, std::allocator<int> >::_Vector_impl&) [123]
                0.00    0.00     464/464         std::_Vector_base<int, std::allocator<int> >::get_allocator() const [137]
                0.00    0.00     464/464         std::vector<int, std::allocator<int> >::vector(std::allocator<int> const&) [139]
                0.00    0.00     464/1301        std::allocator<int>::~allocator() [120]
                0.00    0.00     464/464         void std::__alloc_on_move<std::allocator<int> >(std::allocator<int>&, std::allocator<int>&) [140]
-----------------------------------------------
                0.00    0.00     464/464         Output::operator=(Output&&) [77]
[76]     0.0    0.00    0.00     464         std::vector<int, std::allocator<int> >::operator=(std::vector<int, std::allocator<int> >&&) [76]
                0.00    0.00     464/464         std::vector<int, std::allocator<int> >::_M_move_assign(std::vector<int, std::allocator<int> >&&, std::integral_constant<bool, true>) [75]
                0.00    0.00     464/696         std::remove_reference<std::vector<int, std::allocator<int> >&>::type&& std::move<std::vector<int, std::allocator<int> >&>(std::vector<int, std::allocator<int> >&) [134]
-----------------------------------------------
                0.00    0.00     232/232         Individuo::operator=(Individuo&&) [78]
[77]     0.0    0.00    0.00     232         Output::operator=(Output&&) [77]
                0.00    0.00     464/464         std::vector<int, std::allocator<int> >::operator=(std::vector<int, std::allocator<int> >&&) [76]
-----------------------------------------------
                0.00    0.00     232/232         std::enable_if<std::__and_<std::__not_<std::__is_tuple_like<Individuo> >, std::is_move_constructible<Individuo>, std::is_move_assignable<Individuo> >::value, void>::type std::swap<Individuo>(Individuo&, Individuo&) [72]
[78]     0.0    0.00    0.00     232         Individuo::operator=(Individuo&&) [78]
                0.00    0.00     232/232         Output::operator=(Output&&) [77]
-----------------------------------------------
                0.00    0.00       1/1           Input::load(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [15]
[79]     0.0    0.00    0.00       1         Input::build() [79]
                0.00    0.00    1682/1840372511     std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >::operator[](unsigned long) [6]
                0.00    0.00    1682/1840372511     std::vector<double, std::allocator<double> >::operator[](unsigned long) [7]
                0.00    0.00    1682/1740        std::vector<std::pair<double, double>, std::allocator<std::pair<double, double> > >::operator[](unsigned long) [117]
                0.00    0.00    1682/1682        std::pair<double, double>::operator=(std::pair<double, double> const&) [118]
                0.00    0.00     841/841         Input::setBuild(double, double, double, double) [127]
-----------------------------------------------
                0.00    0.00    1545/1545        Genetic::create(int) [25]
[80]     0.0    0.00    0.00    1545         __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::operator-(long) const [80]
                0.00    0.00    1545/6419848     __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::__normal_iterator(int* const&) [32]
-----------------------------------------------
                0.00    0.00       1/777         Genetic::~Genetic() [97]
                0.00    0.00     312/777         Output::~Output() [82]
                0.00    0.00     464/777         std::vector<int, std::allocator<int> >::_M_move_assign(std::vector<int, std::allocator<int> >&&, std::integral_constant<bool, true>) [75]
[81]     0.0    0.00    0.00     777         std::vector<int, std::allocator<int> >::~vector() [81]
                0.00    0.00     777/2125533     std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() [43]
                0.00    0.00     777/797         void std::_Destroy<int*, int>(int*, int*, std::allocator<int>&) [131]
                0.00    0.00     777/777         std::_Vector_base<int, std::allocator<int> >::~_Vector_base() [133]
-----------------------------------------------
                0.00    0.00     156/156         Individuo::~Individuo() [83]
[82]     0.0    0.00    0.00     156         Output::~Output() [82]
                0.00    0.00     312/777         std::vector<int, std::allocator<int> >::~vector() [81]
-----------------------------------------------
                0.00    0.00       1/156         Genetic::Genetic(Input*, int, int, int, double, int, double, int, int) [60]
                0.00    0.00       9/156         Genetic::run() [2]
                0.00    0.00      30/156         void std::_Destroy<Individuo>(Individuo*) [93]
                0.00    0.00     116/156         std::enable_if<std::__and_<std::__not_<std::__is_tuple_like<Individuo> >, std::is_move_constructible<Individuo>, std::is_move_assignable<Individuo> >::value, void>::type std::swap<Individuo>(Individuo&, Individuo&) [72]
[83]     0.0    0.00    0.00     156         Individuo::~Individuo() [83]
                0.00    0.00     156/156         Output::~Output() [82]
-----------------------------------------------
                0.00    0.00     232/232         std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> >&&) [85]
[84]     0.0    0.00    0.00     232         std::_Vector_base<int, std::allocator<int> >::_Vector_base(std::_Vector_base<int, std::allocator<int> >&&) [84]
                0.00    0.00     232/2125533     std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() [43]
                0.00    0.00     232/928         std::remove_reference<std::allocator<int>&>::type&& std::move<std::allocator<int>&>(std::allocator<int>&) [124]
                0.00    0.00     232/232         std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl(std::allocator<int>&&) [143]
                0.00    0.00     232/1160        std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_M_swap_data(std::_Vector_base<int, std::allocator<int> >::_Vector_impl&) [123]
-----------------------------------------------
                0.00    0.00     232/232         Output::Output(Output&&) [86]
[85]     0.0    0.00    0.00     232         std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> >&&) [85]
                0.00    0.00     232/232         std::_Vector_base<int, std::allocator<int> >::_Vector_base(std::_Vector_base<int, std::allocator<int> >&&) [84]
                0.00    0.00     232/696         std::remove_reference<std::vector<int, std::allocator<int> >&>::type&& std::move<std::vector<int, std::allocator<int> >&>(std::vector<int, std::allocator<int> >&) [134]
-----------------------------------------------
                0.00    0.00     116/116         Individuo::Individuo(Individuo&&) [87]
[86]     0.0    0.00    0.00     116         Output::Output(Output&&) [86]
                0.00    0.00     232/232         std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> >&&) [85]
-----------------------------------------------
                0.00    0.00     116/116         std::enable_if<std::__and_<std::__not_<std::__is_tuple_like<Individuo> >, std::is_move_constructible<Individuo>, std::is_move_assignable<Individuo> >::value, void>::type std::swap<Individuo>(Individuo&, Individuo&) [72]
[87]     0.0    0.00    0.00     116         Individuo::Individuo(Individuo&&) [87]
                0.00    0.00     116/116         Output::Output(Output&&) [86]
-----------------------------------------------
                0.00    0.00      60/60          int* std::uninitialized_copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [90]
[88]     0.0    0.00    0.00      60         int* std::__uninitialized_copy<true>::__uninit_copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [88]
                0.00    0.00      60/60          int* std::copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [92]
-----------------------------------------------
                0.00    0.00      60/60          int* std::copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [92]
[89]     0.0    0.00    0.00      60         int* std::__copy_move_a2<false, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [89]
                0.00    0.00      60/2123516     int* std::__copy_move_a<false, int const*, int*>(int const*, int const*, int*) [30]
                0.00    0.00     120/4247032     int const* std::__niter_base<int const*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >) [108]
                0.00    0.00      60/200         int* std::__niter_base<int*>(int*) [145]
-----------------------------------------------
                0.00    0.00      60/60          int* std::__uninitialized_copy_a<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*, int>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*, std::allocator<int>&) [91]
[90]     0.0    0.00    0.00      60         int* std::uninitialized_copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [90]
                0.00    0.00      60/60          int* std::__uninitialized_copy<true>::__uninit_copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [88]
-----------------------------------------------
                0.00    0.00      60/60          std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [65]
[91]     0.0    0.00    0.00      60         int* std::__uninitialized_copy_a<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*, int>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*, std::allocator<int>&) [91]
                0.00    0.00      60/60          int* std::uninitialized_copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [90]
-----------------------------------------------
                0.00    0.00      60/60          int* std::__uninitialized_copy<true>::__uninit_copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [88]
[92]     0.0    0.00    0.00      60         int* std::copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [92]
                0.00    0.00      60/60          int* std::__copy_move_a2<false, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [89]
                0.00    0.00     120/4247032     __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > std::__miter_base<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >) [107]
-----------------------------------------------
                0.00    0.00      30/30          void std::_Destroy_aux<false>::__destroy<Individuo*>(Individuo*, Individuo*) [94]
[93]     0.0    0.00    0.00      30         void std::_Destroy<Individuo>(Individuo*) [93]
                0.00    0.00      30/156         Individuo::~Individuo() [83]
-----------------------------------------------
                0.00    0.00       2/2           void std::_Destroy<Individuo*>(Individuo*, Individuo*) [95]
[94]     0.0    0.00    0.00       2         void std::_Destroy_aux<false>::__destroy<Individuo*>(Individuo*, Individuo*) [94]
                0.00    0.00      30/30          void std::_Destroy<Individuo>(Individuo*) [93]
                0.00    0.00      30/60          Individuo* std::__addressof<Individuo>(Individuo&) [186]
-----------------------------------------------
                0.00    0.00       2/2           void std::_Destroy<Individuo*, Individuo>(Individuo*, Individuo*, std::allocator<Individuo>&) [96]
[95]     0.0    0.00    0.00       2         void std::_Destroy<Individuo*>(Individuo*, Individuo*) [95]
                0.00    0.00       2/2           void std::_Destroy_aux<false>::__destroy<Individuo*>(Individuo*, Individuo*) [94]
-----------------------------------------------
                0.00    0.00       1/2           std::vector<Individuo, std::allocator<Individuo> >::~vector() [98]
                0.00    0.00       1/2           std::vector<Individuo, std::allocator<Individuo> >::_M_fill_insert(__gnu_cxx::__normal_iterator<Individuo*, std::vector<Individuo, std::allocator<Individuo> > >, unsigned long, Individuo const&) [64]
[96]     0.0    0.00    0.00       2         void std::_Destroy<Individuo*, Individuo>(Individuo*, Individuo*, std::allocator<Individuo>&) [96]
                0.00    0.00       2/2           void std::_Destroy<Individuo*>(Individuo*, Individuo*) [95]
-----------------------------------------------
                0.00    0.00       1/1           main [1]
[97]     0.0    0.00    0.00       1         Genetic::~Genetic() [97]
                0.00    0.00       1/1           std::vector<Individuo, std::allocator<Individuo> >::~vector() [98]
                0.00    0.00       1/777         std::vector<int, std::allocator<int> >::~vector() [81]
                0.00    0.00       4/4           std::vector<bool, std::allocator<bool> >::~vector() [385]
-----------------------------------------------
                0.00    0.00       1/1           Genetic::~Genetic() [97]
[98]     0.0    0.00    0.00       1         std::vector<Individuo, std::allocator<Individuo> >::~vector() [98]
                0.00    0.00       1/2           void std::_Destroy<Individuo*, Individuo>(Individuo*, Individuo*, std::allocator<Individuo>&) [96]
                0.00    0.00       1/5           std::_Vector_base<Individuo, std::allocator<Individuo> >::_M_get_Tp_allocator() [348]
                0.00    0.00       1/1           std::_Vector_base<Individuo, std::allocator<Individuo> >::~_Vector_base() [496]
-----------------------------------------------
                0.00    0.00       1/1           std::vector<Individuo, std::allocator<Individuo> >::_M_fill_insert(__gnu_cxx::__normal_iterator<Individuo*, std::vector<Individuo, std::allocator<Individuo> > >, unsigned long, Individuo const&) [64]
